source,target,weight
3M,AECOM,0.014026583350172525
3M,BALL,0.07096953768248791
3M,BERKSHIRE HATHAWAY,0.033200991497493955
3M,CHEMOURS,0.04528864469796317
3M,CHEVRON,0.022108358684993952
3M,CIGNA,0.022108358684993952
3M,CORNING,0.014026583350172525
3M,CUMMINS,0.07911486720056735
3M,DUPONT DE NEMOURS,0.022108358684993952
3M,EDISON INTERNATIONAL,0.0110926328125
3M,ENTERGY,0.022108358684993952
3M,EXELON,0.022108358684993952
3M,EXXONMOBIL,0.008015762944899087
3M,FEDEX,0.022108358684993952
3M,FIRSTENERGY,0.033200991497493955
3M,GENERAL DYNAMICS,0.022108358684993952
3M,HOLLYFRONTIER,0.0267528203125
3M,HOME DEPOT,0.003474254194248047
3M,HONEYWELL INTERNATIONAL,0.022108358684993952
3M,HP,0.014092595740094863
3M,LEIDOS HOLDINGS,0.022108358684993952
3M,LOCKHEED MARTIN,0.003474254194248047
3M,MCKESSON,0.014026583350172525
3M,MICRON TECHNOLOGY,0.1369056541294643
3M,MOTOROLA SOLUTIONS,0.014092595740094863
3M,NORTHROP GRUMMAN,0.042916370982142855
3M,PPG INDUSTRIES,0.055309350182487914
3M,RAYTHEON,0.022108358684993952
3M,SOUTHERN,0.033200991497493955
3M,TESLA,0.019174408147321426
3M,TEXAS INSTRUMENTS,0.008081775334821427
ABBOTT LABORATORIES,DANAHER,0.21375000000000005
ABBOTT LABORATORIES,LABORATORY CORP. OF AMERICA,0.24987500000000004
ABBVIE,AMERISOURCEBERGEN,0.008015762944899087
ABBVIE,AMGEN,0.04619383747963987
ABBVIE,APPLIED MATERIALS,0.24987500000000004
ABBVIE,BIOGEN,0.17668245913147243
ABBVIE,BLACKSTONE GROUP,0.014026583350172525
ABBVIE,BRISTOL-MYERS SQUIBB,0.013385064881464251
ABBVIE,CENTENE,0.006158905162530628
ABBVIE,CHS,0.288564875
ABBVIE,CIGNA,0.010700413913181668
ABBVIE,CVS HEALTH,0.024085478794645922
ABBVIE,FACEBOOK,0.3244505174657766
ABBVIE,GENERAL ELECTRIC,0.006158905162530628
ABBVIE,GENWORTH FINANCIAL,0.21375000000000005
ABBVIE,GILEAD SCIENCES,0.12408558234724078
ABBVIE,GOLDMAN SACHS GROUP,0.24987500000000004
ABBVIE,HARTFORD FINANCIAL SERVICES,0.3244505174657766
ABBVIE,HUMANA,0.00884355613081321
ABBVIE,IBM,0.010700413913181668
ABBVIE,JOHNSON & JOHNSON,0.1851509313789582
ABBVIE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.24987500000000004
ABBVIE,MERCK,0.11070051746577653
ABBVIE,MOLINA HEALTHCARE,0.008015762944899087
ABBVIE,MUTUAL OF OMAHA INSURANCE,0.09398928314732143
ABBVIE,NATIONWIDE,0.3244505174657766
ABBVIE,NEXTERA ENERGY,0.15000000000000002
ABBVIE,PRUDENTIAL FINANCIAL,0.3244505174657766
ABBVIE,W.R. BERKLEY,0.288564875
ADP,BEST BUY,0.21375000000000005
ADP,MCDONALD'S,0.21375000000000005
ADVANCED MICRO DEVICES,MICRON TECHNOLOGY,0.06375
AECOM,AES,0.12290468750000001
AECOM,ALPHABET,0.0026846509682825815
AECOM,AMERICAN ELECTRIC POWER,0.006158905162530628
AECOM,AMERICAN FAMILY INSURANCE GROUP,0.07457551746577654
AECOM,AMERIPRISE FINANCIAL,0.0026846509682825815
