source,target,weight
3M,ABBVIE,0.05154582996577653
3M,AMEREN,0.018634104490745904
3M,AMGEN,0.006158905162530628
3M,BERKSHIRE HATHAWAY,0.03588564246577653
3M,BLACKSTONE GROUP,0.11070051746577653
3M,BRISTOL-MYERS SQUIBB,0.17445051746577653
3M,CATERPILLAR,0.0110926328125
3M,CENTENE,0.03588564246577653
3M,CSX,0.02479300965327653
3M,CUMMINS,0.029726737303245907
3M,CVS HEALTH,0.17445051746577653
3M,ELI LILLY,0.15000000000000002
3M,EXELON,0.0026846509682825815
3M,FIRSTENERGY,0.010700413913181668
3M,FORD,0.025185228552594866
3M,HCA HEALTHCARE,0.0156601875
3M,HOME DEPOT,0.006158905162530628
3M,HONEYWELL INTERNATIONAL,0.02479300965327653
3M,IBM,0.05154582996577653
3M,MAGELLAN HEALTH,0.010552329155924479
3M,MERCK,0.03588564246577653
3M,MOLINA HEALTHCARE,0.008081775334821427
3M,PHILLIPS 66,0.010700413913181668
3M,PPG INDUSTRIES,0.0684166123032459
3M,TESLA,0.0110926328125
3M,UNION PACIFIC,0.010700413913181668
3M,WALMART,0.010552329155924479
ABBOTT LABORATORIES,DANAHER,0.06375
ABBOTT LABORATORIES,LABORATORY CORP. OF AMERICA,0.21375000000000005
ABBVIE,AMERISOURCEBERGEN,0.02479300965327653
ABBVIE,AMGEN,0.041538065712852235
ABBVIE,APPLIED MATERIALS,0.15000000000000002
ABBVIE,BEST BUY,0.31829161230324593
ABBVIE,BIOGEN,0.0156601875
ABBVIE,BLACKSTONE GROUP,0.056574287558265754
ABBVIE,BOEING,0.005088680489753745
ABBVIE,BRISTOL-MYERS SQUIBB,0.07663964463243396
ABBVIE,CATERPILLAR,0.2996575078125
ABBVIE,CENTENE,0.047997951041372666
ABBVIE,CHS,0.24987500000000004
ABBVIE,CIGNA,0.018271213738126766
ABBVIE,COSTCO,0.15000000000000002
ABBVIE,CVS HEALTH,0.08416990136756565
ABBVIE,FACEBOOK,0.332930243683019
ABBVIE,GENERAL ELECTRIC,0.04394184439508035
ABBVIE,GENWORTH FINANCIAL,0.21375000000000005
ABBVIE,GILEAD SCIENCES,0.03483459564732143
ABBVIE,GOLDMAN SACHS GROUP,0.24987500000000004
ABBVIE,HARTFORD FINANCIAL SERVICES,0.3332722395455294
ABBVIE,HCA HEALTHCARE,0.0156601875
ABBVIE,HONEYWELL INTERNATIONAL,0.3332722395455294
ABBVIE,HUMANA,0.01735802993252789
ABBVIE,IBM,0.3936397915910587
ABBVIE,JOHNSON & JOHNSON,0.024952812345198666
ABBVIE,MAGELLAN HEALTH,0.01509383790657552
ABBVIE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.24987500000000004
ABBVIE,MERCK,0.14275551762187866
ABBVIE,METLIFE,0.21375000000000005
ABBVIE,MOLINA HEALTHCARE,0.008081775334821427
ABBVIE,MUTUAL OF OMAHA INSURANCE,0.01541944580387904
ABBVIE,NATIONWIDE,0.3332722395455294
ABBVIE,NEXTERA ENERGY,0.24987500000000004
ABBVIE,ORACLE,0.009559751060154883
ABBVIE,PRUDENTIAL FINANCIAL,0.3319807742009083
ABBVIE,RITE AID,0.0230296875
ABBVIE,W.R. BERKLEY,0.24987500000000004
ABBVIE,WALMART,0.010552329155924479
ABM INDUSTRIES,MOTOROLA SOLUTIONS,0.2729046875
ABM INDUSTRIES,PUBLIC SERVICE ENTERPRISE GROUP,0.12290468750000001
ABM INDUSTRIES,RAYTHEON,0.12290468750000001
